EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,YearsAtCompany,YearsInCurrentRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,OverTime,DistanceFromHome,Attrition
286,23,Male,Married,High School,Finance,Manager,25,9,13547.15,1,1,1,Yes,48.93,Yes
287,31,Female,Married,High School,IT,Developer,32,5,14665.41,3,2,8,Yes,5.26,No
288,24,Female,Divorced,High School,HR,Developer,33,8,4668.36,1,2,5,Yes,32.17,Yes
289,38,Female,Single,High School,R&D,Analyst,24,1,14832.53,3,4,6,No,2.13,No
290,64,Male,Single,High School,IT,Analyst,21,16,19750.26,5,1,1,No,26.34,Yes
291,22,Female,Married,PhD,Finance,Technician,26,13,19272.8,4,1,9,Yes,5.71,No
292,55,Male,Divorced,Master,HR,Developer,17,10,9365.49,1,1,7,No,5.41,No
293,34,Male,Divorced,Master,Sales,Manager,19,9,17880.67,2,2,8,No,14.96,No
294,35,Female,Single,Bachelor,Sales,Analyst,3,16,12644.59,3,2,2,Yes,12.84,No
295,38,Male,Single,Master,Sales,Manager,13,9,4129.27,5,5,3,No,7.7,No
296,55,Male,Single,High School,R&D,Technician,2,12,19607.62,2,3,5,Yes,29.38,No
297,38,Female,Single,PhD,Finance,Manager,32,4,13037.38,4,1,2,No,44.38,No
298,62,Male,Married,PhD,HR,Manager,33,9,3905.75,5,5,9,No,45.95,No
299,46,Male,Married,PhD,Finance,Sales Executive,32,18,12300.52,3,4,6,Yes,15.23,Yes
300,51,Female,Single,Master,R&D,Technician,25,16,14986.08,5,1,7,Yes,43.36,Yes
301,57,Female,Divorced,Bachelor,R&D,Analyst,3,2,6270.66,5,1,4,No,48.41,Yes
302,32,Female,Married,High School,IT,Sales Executive,7,14,14283.98,5,5,4,No,16.3,Yes
303,42,Female,Single,PhD,Finance,Developer,25,4,19386.79,4,3,2,Yes,46.92,No
304,41,Male,Single,PhD,Sales,Developer,23,11,6169.65,2,4,3,Yes,21.88,No
305,50,Male,Divorced,High School,IT,Analyst,28,4,10835.23,5,4,2,Yes,23.74,Yes
306,25,Female,Divorced,Bachelor,Finance,Technician,12,2,7652.16,1,4,7,No,24.54,No
307,55,Male,Single,Master,IT,Developer,8,15,8982.24,5,2,2,Yes,36.83,No
308,63,Female,Married,Bachelor,IT,Developer,35,18,17067.98,5,3,1,Yes,13.77,Yes
309,62,Female,Married,High School,HR,Developer,25,9,16823.69,4,1,5,Yes,12.78,Yes
310,38,Male,Divorced,High School,IT,Technician,30,12,2150.26,4,3,7,Yes,31.85,Yes
311,33,Female,Married,PhD,R&D,Developer,32,5,4197.4,4,3,9,Yes,28.32,No
312,25,Male,Married,Master,Sales,Analyst,36,7,8282.13,4,3,7,Yes,4.48,Yes
313,62,Male,Married,Bachelor,HR,Analyst,32,12,7454.66,5,3,5,No,45.22,Yes
314,35,Male,Single,Master,IT,Analyst,25,5,3684.56,5,3,5,No,15.24,Yes
315,25,Female,Single,High School,HR,Sales Executive,26,19,14377.84,3,2,5,No,37.8,No
316,55,Male,Married,PhD,Sales,Analyst,8,3,13568.54,4,5,4,No,29.34,No
317,39,Male,Single,PhD,Sales,Manager,5,15,6466.23,3,3,3,Yes,29.04,Yes
318,34,Male,Divorced,Bachelor,HR,Developer,2,19,8510.01,2,1,1,Yes,43.08,No
319,31,Female,Married,Bachelor,Finance,Analyst,19,17,10783.36,4,3,4,Yes,44.14,No
320,35,Male,Married,Master,Sales,Technician,3,3,2815.23,2,4,1,Yes,28.45,No
321,30,Female,Divorced,High School,R&D,Technician,12,15,4786.36,1,4,8,Yes,21.99,Yes
322,64,Male,Married,Bachelor,R&D,Technician,39,6,13642.73,5,4,3,No,31.38,No
323,41,Male,Married,Master,IT,Sales Executive,32,11,10741.81,5,4,0,Yes,6.86,Yes
324,22,Male,Married,PhD,Finance,Technician,6,14,12808.53,3,3,9,No,21.58,Yes
325,50,Female,Divorced,High School,Finance,Sales Executive,8,4,19519.47,5,4,0,No,33.44,No
326,38,Female,Single,PhD,IT,Developer,5,3,15599.1,2,2,9,No,38.39,Yes
327,29,Female,Single,High School,Sales,Manager,13,8,19428.18,5,3,4,No,36.34,No
328,38,Male,Married,High School,HR,Technician,31,3,12637.12,4,5,7,Yes,9.56,Yes
329,42,Male,Single,Master,Finance,Technician,13,4,2026.39,1,4,6,No,30.97,No
330,46,Male,Married,PhD,Finance,Sales Executive,1,4,3687.96,3,3,6,No,5.43,Yes
331,41,Female,Divorced,High School,Sales,Sales Executive,4,14,14545.66,3,2,4,Yes,30.2,No
332,46,Female,Divorced,PhD,HR,Manager,20,12,7491.22,3,1,8,Yes,37.55,No
333,42,Female,Married,Master,R&D,Analyst,29,3,9447.91,4,3,4,No,31.94,Yes
334,34,Male,Married,High School,Finance,Sales Executive,32,8,14157.52,5,5,0,Yes,31.62,Yes
335,34,Female,Married,Master,Sales,Manager,33,19,8001.83,4,1,4,Yes,33.0,Yes
336,51,Male,Single,Master,Finance,Developer,14,14,17725.81,2,4,2,Yes,21.48,No
337,34,Male,Divorced,Bachelor,R&D,Technician,19,1,8973.67,5,3,2,No,19.86,Yes
338,61,Male,Married,PhD,IT,Technician,3,14,2797.83,4,4,4,No,22.8,Yes
339,28,Male,Single,Master,Sales,Manager,11,19,19715.75,2,1,0,No,11.35,Yes
340,63,Male,Married,Bachelor,HR,Manager,9,7,10815.01,2,2,7,No,23.24,No
341,33,Female,Divorced,PhD,IT,Technician,28,13,8309.76,4,5,8,No,45.32,Yes
342,23,Female,Divorced,High School,HR,Sales Executive,2,9,18184.92,4,3,9,No,15.25,No
343,35,Male,Divorced,High School,R&D,Analyst,13,16,17495.69,1,1,3,Yes,22.12,Yes
344,63,Female,Married,Master,HR,Developer,35,16,2680.7,4,1,0,No,32.65,Yes
345,38,Male,Divorced,High School,Finance,Analyst,31,8,16551.91,3,3,1,Yes,38.59,Yes
346,34,Male,Married,PhD,R&D,Analyst,14,8,10819.44,5,3,6,No,1.44,No
347,22,Female,Single,High School,IT,Analyst,15,18,14122.08,2,4,0,Yes,33.54,No
348,22,Male,Single,Master,Finance,Technician,5,2,4627.19,3,3,2,Yes,8.03,Yes
349,47,Female,Single,PhD,Finance,Analyst,39,2,14014.45,3,3,6,No,37.45,Yes
350,34,Male,Married,High School,R&D,Sales Executive,34,10,6141.73,2,1,3,Yes,7.66,Yes
351,55,Female,Divorced,High School,HR,Sales Executive,38,17,4112.3,5,4,9,No,37.75,No
352,61,Male,Divorced,PhD,HR,Sales Executive,2,8,4423.9,1,4,3,Yes,47.34,Yes
353,30,Male,Married,PhD,IT,Manager,33,8,7398.86,1,5,0,No,11.95,Yes
354,40,Female,Single,High School,R&D,Developer,27,5,19849.71,3,5,7,No,1.43,Yes
355,44,Male,Single,Bachelor,IT,Sales Executive,3,3,2977.11,3,5,3,Yes,6.43,Yes
356,62,Male,Married,High School,Sales,Analyst,2,1,7956.46,4,5,8,No,46.05,No
357,49,Female,Divorced,PhD,R&D,Manager,28,7,11451.01,1,4,4,No,24.05,No
358,51,Female,Divorced,PhD,Sales,Technician,30,7,5724.2,1,1,5,Yes,27.35,Yes
359,28,Female,Divorced,Master,IT,Sales Executive,23,13,19308.91,5,5,5,No,8.5,No
360,35,Male,Divorced,Master,Sales,Analyst,33,6,10290.19,4,5,8,Yes,49.37,Yes
361,23,Male,Single,High School,Sales,Analyst,14,13,14468.91,2,4,2,Yes,9.94,Yes
362,33,Female,Divorced,Master,Finance,Technician,14,2,8479.41,2,2,5,Yes,30.51,Yes
363,64,Male,Married,PhD,Finance,Manager,13,2,5495.58,5,1,8,No,28.9,No
364,23,Female,Divorced,Master,IT,Analyst,4,2,7465.0,2,1,7,No,4.2,No
365,49,Female,Single,Master,IT,Developer,19,15,7034.19,1,1,6,Yes,49.83,No
366,49,Male,Divorced,Master,HR,Sales Executive,24,15,17255.91,3,2,3,Yes,27.95,No
367,33,Male,Divorced,PhD,Sales,Manager,36,18,2265.69,4,5,4,Yes,8.62,Yes
368,51,Male,Married,High School,HR,Sales Executive,6,5,18085.58,2,5,6,Yes,37.99,No
369,61,Female,Divorced,PhD,HR,Sales Executive,12,14,9072.09,2,1,5,No,20.23,Yes
370,61,Male,Divorced,Master,R&D,Technician,9,5,13102.94,2,2,4,Yes,33.83,No
371,43,Male,Married,Bachelor,HR,Developer,13,8,16500.17,2,2,8,No,11.95,No
372,39,Female,Married,Bachelor,HR,Developer,24,11,10297.79,3,4,4,No,46.19,Yes
373,35,Male,Married,PhD,Sales,Technician,15,8,3667.0,3,4,5,No,3.01,No
374,46,Female,Married,Bachelor,HR,Sales Executive,30,6,11750.57,5,5,9,No,1.99,Yes
375,31,Male,Single,PhD,Sales,Developer,32,4,4188.43,1,5,6,Yes,43.38,Yes
376,57,Female,Divorced,High School,Sales,Sales Executive,32,3,16844.14,2,5,1,Yes,27.67,No
377,30,Male,Divorced,PhD,HR,Manager,34,12,13662.03,5,1,4,Yes,17.73,Yes
378,32,Male,Single,PhD,Sales,Technician,35,11,12658.59,1,1,5,Yes,7.92,Yes
379,48,Female,Married,PhD,IT,Technician,18,5,2006.98,3,4,2,No,3.93,Yes
380,34,Male,Divorced,Master,IT,Developer,19,8,19281.31,2,5,3,Yes,15.48,No
381,22,Male,Married,High School,Sales,Manager,15,11,4345.97,3,5,1,No,40.74,No
382,60,Male,Married,PhD,IT,Sales Executive,22,11,5302.32,2,4,6,Yes,10.43,No
383,32,Female,Single,Master,R&D,Developer,25,3,19750.86,3,1,1,No,48.99,Yes
384,24,Male,Single,Master,Finance,Sales Executive,24,11,3611.56,5,1,1,Yes,39.79,No
385,23,Female,Married,Master,IT,Manager,6,6,15349.62,5,4,4,Yes,1.58,Yes
386,63,Male,Divorced,Master,HR,Analyst,36,6,3709.31,3,2,4,Yes,27.93,No
387,45,Female,Married,Master,IT,Developer,10,18,15190.64,3,3,5,Yes,20.4,No
388,41,Female,Divorced,High School,R&D,Developer,12,5,18008.93,4,3,1,Yes,22.76,No
389,61,Male,Married,High School,R&D,Technician,5,5,8294.52,2,4,8,No,22.73,Yes
390,36,Female,Married,Bachelor,R&D,Analyst,20,19,7622.65,4,2,1,Yes,42.71,No
391,27,Female,Divorced,High School,IT,Developer,37,5,18793.96,3,4,0,No,34.6,Yes
392,41,Female,Single,Bachelor,Finance,Sales Executive,18,1,3343.71,5,5,3,Yes,15.24,Yes
393,43,Male,Single,Bachelor,HR,Manager,33,1,8255.84,2,2,1,No,26.27,Yes
394,23,Female,Married,Master,Finance,Analyst,12,7,13752.7,5,5,6,No,24.86,Yes
395,36,Female,Divorced,High School,IT,Technician,33,9,14374.81,3,4,3,Yes,15.07,Yes
396,55,Male,Single,High School,Finance,Technician,5,16,10154.32,4,1,1,No,31.4,No
397,52,Female,Divorced,Master,Sales,Sales Executive,9,9,17365.65,2,5,9,No,31.95,Yes
398,51,Male,Single,PhD,HR,Manager,33,12,17281.45,4,1,4,No,6.26,Yes
399,49,Female,Divorced,Master,Sales,Technician,30,11,16707.22,2,1,8,No,5.37,Yes
400,54,Male,Married,Bachelor,Sales,Technician,17,12,5073.9,5,4,3,Yes,2.45,No
401,62,Male,Divorced,High School,Finance,Manager,35,10,13640.3,1,4,0,No,30.02,No
402,42,Female,Married,High School,Sales,Analyst,16,9,17317.7,2,3,7,No,49.8,No
403,44,Female,Single,Bachelor,HR,Developer,19,13,3696.91,3,5,7,Yes,45.53,Yes
404,63,Female,Divorced,Bachelor,Sales,Developer,2,12,6402.56,2,1,9,Yes,23.59,No
405,34,Male,Single,Bachelor,IT,Manager,6,9,19603.64,3,5,9,Yes,16.63,Yes
406,47,Male,Single,Master,HR,Manager,11,19,10313.76,1,5,4,No,36.93,No
407,40,Male,Married,PhD,IT,Manager,9,4,11543.54,1,4,7,No,17.43,No
408,48,Male,Divorced,Bachelor,IT,Sales Executive,27,1,8304.88,5,5,0,No,2.7,No
409,61,Female,Married,Bachelor,R&D,Sales Executive,14,13,9059.43,5,3,1,Yes,26.35,Yes
410,28,Male,Divorced,Master,R&D,Manager,35,2,18101.4,1,2,3,Yes,16.71,No
411,46,Male,Single,Bachelor,IT,Sales Executive,20,8,5766.26,2,1,2,No,3.17,Yes
412,61,Female,Single,Bachelor,Sales,Developer,32,12,7024.68,2,2,2,Yes,38.23,Yes
413,57,Male,Divorced,High School,IT,Manager,8,13,11011.81,5,2,8,Yes,29.08,Yes
414,28,Female,Single,Bachelor,IT,Developer,11,13,7590.29,2,1,8,No,18.1,Yes
415,41,Female,Single,PhD,R&D,Developer,2,1,18067.4,2,2,7,No,21.42,Yes
416,45,Female,Married,PhD,Finance,Sales Executive,5,8,13393.76,2,5,6,No,4.83,Yes
417,49,Female,Single,Bachelor,Finance,Technician,30,5,11067.36,2,4,7,No,7.06,Yes
418,26,Male,Single,Master,Finance,Technician,11,19,12873.24,3,3,3,No,21.53,Yes
419,57,Female,Single,Bachelor,IT,Analyst,16,17,2356.94,5,3,6,No,8.41,Yes
420,52,Female,Divorced,High School,IT,Analyst,25,19,15351.59,1,5,7,No,10.31,No
421,54,Male,Single,PhD,Sales,Technician,25,2,8037.74,1,4,3,No,19.07,Yes
422,45,Male,Married,High School,R&D,Manager,11,12,12947.52,3,4,4,No,26.68,Yes
423,31,Male,Married,Master,IT,Technician,1,1,16979.24,5,2,7,No,28.32,No
424,59,Male,Married,High School,HR,Sales Executive,33,12,8218.78,3,3,1,Yes,24.99,No
425,26,Female,Married,Master,HR,Technician,1,19,2665.34,5,3,3,No,4.57,Yes
426,52,Male,Single,PhD,R&D,Manager,9,12,2017.46,3,3,3,No,4.91,Yes
427,30,Male,Married,High School,HR,Manager,27,1,17476.97,2,1,9,No,11.08,No
428,53,Female,Divorced,High School,HR,Analyst,38,3,11837.47,3,3,3,Yes,43.92,Yes
429,62,Female,Divorced,Bachelor,R&D,Analyst,19,1,13708.12,3,1,0,Yes,6.47,Yes
430,26,Female,Single,Master,IT,Manager,17,1,12742.26,4,5,5,No,36.39,Yes
431,48,Male,Divorced,Bachelor,IT,Developer,12,9,5042.13,5,1,2,No,41.15,Yes
432,49,Male,Divorced,Master,Sales,Analyst,2,1,2688.39,2,1,1,No,6.14,No
433,64,Female,Single,Bachelor,IT,Sales Executive,8,12,6377.63,3,4,9,Yes,30.24,Yes
434,33,Male,Single,PhD,HR,Developer,33,5,19836.05,2,2,7,No,38.69,Yes
435,26,Male,Married,High School,HR,Sales Executive,13,15,9520.24,5,4,6,Yes,40.36,No
436,29,Male,Married,Bachelor,Sales,Sales Executive,21,15,18651.4,1,3,6,No,2.42,No
437,38,Female,Single,High School,R&D,Manager,19,15,6684.65,4,4,6,Yes,27.22,Yes
438,29,Male,Divorced,Master,HR,Developer,34,17,14877.03,4,2,1,Yes,10.13,Yes
439,55,Male,Single,Master,IT,Analyst,30,9,2468.78,5,1,4,Yes,44.58,Yes
440,44,Female,Married,PhD,IT,Manager,20,14,2236.04,4,1,0,No,23.78,No
441,39,Male,Single,PhD,IT,Technician,18,18,10385.9,1,5,1,Yes,21.37,No
442,31,Female,Single,High School,HR,Analyst,21,16,13683.57,2,5,9,No,11.13,Yes
443,60,Female,Divorced,Bachelor,Finance,Technician,36,9,19320.34,3,2,0,Yes,10.61,Yes
444,62,Male,Single,PhD,HR,Manager,7,15,2534.64,5,2,5,No,49.57,Yes
445,26,Male,Married,High School,HR,Sales Executive,5,15,19781.7,5,4,8,Yes,4.31,No
446,64,Male,Single,Bachelor,Finance,Sales Executive,9,9,10492.61,4,2,7,No,3.06,Yes
447,38,Male,Divorced,PhD,Finance,Developer,18,2,15794.91,3,4,5,No,14.03,No
448,32,Male,Single,High School,IT,Analyst,1,11,13633.15,4,5,6,Yes,18.96,No
449,40,Male,Divorced,High School,IT,Technician,36,3,6460.14,4,4,2,No,20.02,No
450,42,Female,Single,PhD,IT,Technician,14,10,7985.63,2,4,9,Yes,10.4,No
451,24,Male,Divorced,PhD,HR,Developer,8,9,12640.04,2,5,1,Yes,47.02,No
452,61,Male,Single,PhD,R&D,Analyst,37,16,3734.66,4,3,7,Yes,45.2,Yes
453,64,Female,Single,Master,Sales,Sales Executive,20,10,15944.96,1,2,4,Yes,25.37,No
454,22,Male,Single,Bachelor,R&D,Manager,31,8,16392.51,5,1,6,Yes,37.93,No
455,45,Female,Single,PhD,Finance,Developer,7,4,16771.43,1,5,3,No,12.01,Yes
456,57,Male,Single,Bachelor,HR,Manager,38,8,17274.53,5,4,3,Yes,42.89,Yes
457,27,Female,Married,High School,HR,Manager,15,15,14403.65,3,1,4,Yes,21.18,No
458,31,Male,Married,Bachelor,Sales,Developer,35,10,15390.95,3,2,3,No,7.54,No
459,61,Male,Single,PhD,R&D,Technician,17,12,12596.41,1,1,4,Yes,39.86,Yes
460,55,Male,Divorced,High School,Finance,Analyst,27,15,6080.09,4,1,6,Yes,24.56,Yes
461,45,Female,Divorced,PhD,Sales,Technician,21,1,3494.79,4,2,5,Yes,30.75,Yes
462,44,Female,Married,PhD,HR,Sales Executive,26,8,5213.99,3,4,6,No,45.91,No
463,41,Female,Married,High School,Sales,Analyst,5,15,5475.92,4,4,6,Yes,29.04,Yes
464,59,Female,Married,Bachelor,IT,Developer,33,15,15642.03,2,3,8,Yes,14.04,Yes
465,56,Female,Divorced,Bachelor,R&D,Developer,5,11,19059.47,3,4,1,Yes,17.8,Yes
466,55,Male,Married,High School,Finance,Developer,28,16,16659.89,5,3,2,Yes,42.97,Yes
467,57,Female,Married,PhD,IT,Manager,21,10,19859.67,5,5,2,Yes,40.83,Yes
468,37,Male,Married,Bachelor,R&D,Developer,8,4,2785.88,4,2,5,Yes,37.24,No
469,44,Female,Single,Bachelor,IT,Sales Executive,2,10,2577.56,5,3,0,No,7.32,Yes
470,22,Male,Single,PhD,Sales,Sales Executive,37,18,14303.89,5,2,8,Yes,10.52,Yes
471,30,Female,Married,Bachelor,Finance,Developer,14,17,2460.93,1,1,4,Yes,35.45,No
472,33,Male,Divorced,Bachelor,Sales,Analyst,34,16,18033.08,1,2,5,No,14.63,Yes
473,58,Male,Single,Master,Sales,Sales Executive,37,7,10499.11,5,2,6,Yes,35.86,Yes
474,38,Female,Married,Master,R&D,Analyst,21,19,18639.34,3,2,0,Yes,34.98,Yes
475,24,Male,Single,High School,Finance,Analyst,27,19,6497.36,5,1,2,No,29.84,Yes
476,59,Female,Divorced,High School,Finance,Analyst,18,5,13563.35,2,4,8,No,49.43,Yes
477,50,Male,Married,PhD,Sales,Developer,5,10,14582.98,3,3,4,Yes,43.85,Yes
478,52,Male,Married,Master,Finance,Manager,34,4,7170.71,2,5,1,No,6.91,Yes
479,56,Female,Single,High School,HR,Developer,18,7,8610.63,2,2,2,No,36.93,Yes
480,59,Male,Married,Master,Finance,Sales Executive,35,18,11926.12,4,2,5,No,42.58,Yes
481,47,Male,Single,High School,Sales,Sales Executive,26,11,8905.57,1,3,2,Yes,43.72,Yes
482,34,Female,Divorced,Bachelor,HR,Sales Executive,29,1,10847.39,4,3,0,No,26.2,No
483,40,Female,Single,Bachelor,HR,Sales Executive,28,4,10208.1,2,1,4,Yes,43.02,No
484,53,Female,Married,PhD,R&D,Manager,6,16,13987.85,4,3,9,No,42.86,No
485,48,Female,Divorced,Master,Sales,Analyst,26,1,3463.9,4,1,6,No,28.14,Yes
486,60,Male,Divorced,Master,Finance,Developer,18,1,19219.23,3,4,4,Yes,27.52,No
487,34,Female,Divorced,Master,HR,Sales Executive,30,17,3851.25,4,1,0,No,31.15,No
488,55,Female,Single,Master,Sales,Analyst,33,2,8085.91,3,2,1,No,8.71,Yes
489,40,Female,Divorced,Bachelor,R&D,Developer,32,3,2156.65,4,5,1,No,37.21,No
490,40,Male,Married,Bachelor,IT,Manager,26,17,16688.35,4,2,9,Yes,44.63,Yes
491,24,Female,Divorced,Master,IT,Technician,22,2,4025.23,2,1,3,Yes,28.44,Yes
492,24,Male,Divorced,PhD,Finance,Manager,34,2,7012.86,2,2,3,No,37.11,No
493,47,Female,Single,Master,IT,Technician,12,8,10131.72,5,4,0,Yes,26.59,No
494,27,Male,Single,High School,HR,Sales Executive,22,7,17191.56,5,4,1,No,28.53,No
495,34,Male,Married,Bachelor,HR,Analyst,21,19,15810.45,3,5,1,Yes,29.28,No
496,59,Male,Married,Bachelor,Sales,Analyst,24,19,4698.68,2,5,0,Yes,13.53,No
497,48,Female,Single,Master,Finance,Developer,25,11,10040.0,5,4,4,No,38.5,No
498,62,Female,Divorced,High School,Sales,Technician,2,11,7989.23,4,4,4,Yes,21.43,Yes
499,45,Female,Single,PhD,Sales,Technician,1,19,19072.84,2,2,4,No,3.94,No
500,31,Male,Single,Bachelor,Finance,Developer,10,11,17403.38,4,4,5,Yes,24.75,Yes
501,37,Female,Single,High School,Sales,Analyst,34,13,4707.64,4,1,4,No,7.09,Yes
502,44,Male,Married,High School,IT,Analyst,5,3,9733.4,3,2,9,No,40.16,No
503,33,Female,Married,Bachelor,R&D,Developer,17,1,10004.31,2,3,6,No,9.4,No
504,49,Female,Married,Bachelor,Sales,Technician,1,5,19296.48,4,5,8,No,45.25,No
505,34,Female,Married,High School,HR,Sales Executive,14,3,16314.63,3,5,8,Yes,44.53,Yes
506,39,Female,Divorced,PhD,HR,Developer,21,3,16562.8,1,5,9,No,44.53,No
507,23,Female,Married,High School,IT,Analyst,6,12,8625.99,1,2,0,Yes,16.53,Yes
508,38,Male,Married,Bachelor,Sales,Sales Executive,11,4,14519.54,4,4,5,Yes,16.53,Yes
509,44,Male,Divorced,Master,Sales,Sales Executive,39,18,7764.3,4,1,6,Yes,18.75,No
510,44,Female,Divorced,PhD,Finance,Technician,20,18,16841.65,1,3,8,Yes,44.16,No
511,22,Male,Single,High School,Sales,Developer,20,19,19281.54,5,5,9,No,19.69,No
512,64,Female,Divorced,Bachelor,Sales,Sales Executive,21,4,12982.26,3,2,4,Yes,28.74,No
513,35,Female,Divorced,High School,HR,Manager,24,2,11517.16,4,1,1,No,48.58,Yes
514,33,Female,Married,PhD,Finance,Sales Executive,26,5,17704.89,1,4,9,Yes,35.21,Yes
515,35,Female,Married,PhD,Sales,Sales Executive,3,12,18290.44,1,3,7,No,40.03,No
516,59,Male,Married,PhD,IT,Sales Executive,38,9,3623.52,1,5,0,Yes,23.5,Yes
517,62,Male,Married,PhD,Sales,Developer,38,12,14551.62,1,4,6,No,38.11,Yes
518,37,Male,Divorced,PhD,Finance,Technician,28,13,13312.35,1,2,3,No,40.13,No
519,55,Male,Married,Bachelor,IT,Technician,10,13,5783.07,1,5,9,Yes,34.47,No
520,39,Male,Married,High School,IT,Manager,24,18,4247.48,4,2,5,Yes,49.97,Yes
521,31,Female,Single,High School,IT,Manager,7,19,7134.61,3,4,7,Yes,4.87,Yes
522,40,Female,Divorced,Master,HR,Sales Executive,23,1,5041.72,1,3,2,No,41.78,No
523,51,Male,Divorced,PhD,HR,Sales Executive,23,12,6366.47,1,5,1,Yes,11.63,Yes
524,25,Male,Divorced,High School,IT,Sales Executive,24,2,18516.99,1,5,7,No,31.73,No
525,28,Female,Single,PhD,HR,Manager,31,4,18491.91,1,1,5,No,41.04,No
526,37,Female,Divorced,High School,IT,Technician,22,5,6563.73,1,5,5,No,32.83,No
527,58,Female,Divorced,High School,IT,Manager,27,10,5638.12,2,1,7,No,14.41,No
528,26,Male,Married,Bachelor,R&D,Technician,38,1,10181.78,2,4,4,No,16.03,Yes
529,60,Female,Divorced,Bachelor,HR,Manager,5,10,13951.49,1,4,4,No,30.41,No
530,54,Male,Married,Bachelor,R&D,Technician,18,15,4482.71,1,3,6,No,45.37,Yes
531,56,Female,Single,PhD,IT,Manager,8,8,16712.85,5,4,5,No,33.19,Yes
532,55,Female,Married,PhD,IT,Technician,35,17,3324.39,5,3,2,Yes,21.79,Yes
533,54,Male,Single,Bachelor,R&D,Developer,17,12,4040.41,3,2,3,Yes,43.38,Yes
534,60,Female,Single,High School,Finance,Developer,12,5,13455.15,2,1,1,No,15.63,No
535,31,Female,Single,PhD,IT,Analyst,39,6,5675.86,4,2,7,No,26.81,No
536,24,Female,Married,PhD,HR,Technician,22,16,6123.05,3,3,5,No,16.16,Yes
537,50,Male,Single,Master,Sales,Technician,6,7,17774.56,3,5,6,No,39.47,Yes
538,56,Male,Married,High School,Sales,Technician,30,19,8555.18,1,1,4,No,10.83,No
539,52,Female,Married,High School,Sales,Analyst,2,9,18582.73,1,2,6,Yes,33.14,No
540,60,Male,Married,Master,R&D,Manager,5,19,3956.58,4,2,3,Yes,33.33,No
541,36,Female,Single,Master,IT,Developer,2,17,18769.83,5,2,9,Yes,46.63,No
542,22,Male,Married,Master,Finance,Analyst,35,19,18464.9,1,4,3,No,22.62,No
543,40,Male,Married,Master,HR,Developer,5,10,11715.57,2,5,1,Yes,25.32,Yes
544,58,Male,Single,Master,Sales,Sales Executive,31,17,15649.94,4,2,7,Yes,30.34,No
545,48,Female,Married,Master,Sales,Analyst,17,14,9868.92,4,2,6,Yes,7.22,Yes
546,42,Male,Single,PhD,HR,Analyst,27,14,15782.58,1,2,3,Yes,23.3,Yes
547,28,Male,Single,PhD,Sales,Developer,31,15,6374.86,4,5,2,No,8.36,No
548,64,Male,Single,PhD,R&D,Technician,10,19,18256.61,5,2,0,Yes,39.6,No
549,54,Female,Married,Bachelor,IT,Sales Executive,12,7,16192.42,1,1,4,No,17.02,Yes
550,23,Female,Married,Master,IT,Developer,18,16,15186.31,5,4,5,Yes,22.41,Yes
551,35,Female,Divorced,Master,Finance,Analyst,13,9,16487.36,5,4,2,Yes,14.87,No
552,63,Female,Divorced,Master,R&D,Technician,8,19,8207.23,2,2,9,No,13.6,No
553,24,Male,Divorced,Master,Finance,Sales Executive,35,17,5418.53,1,5,8,No,49.39,Yes
554,35,Female,Single,PhD,Sales,Technician,4,19,8386.67,2,5,9,Yes,41.81,No
555,26,Female,Divorced,Master,IT,Developer,7,12,2697.19,2,3,9,No,23.01,No
556,38,Female,Married,Bachelor,Finance,Technician,21,2,6864.15,4,3,8,Yes,41.59,Yes
557,60,Female,Single,PhD,Finance,Analyst,15,4,12931.43,3,1,5,Yes,34.16,Yes
558,22,Female,Single,PhD,R&D,Analyst,34,8,17237.76,1,1,4,Yes,21.06,Yes
559,64,Female,Married,PhD,Sales,Manager,22,11,18745.85,5,5,1,No,2.37,Yes
560,49,Male,Divorced,Bachelor,HR,Sales Executive,1,11,14999.13,4,1,5,Yes,45.76,Yes
561,59,Female,Divorced,PhD,R&D,Developer,6,12,18053.33,2,3,4,No,12.12,No
562,35,Male,Married,Bachelor,R&D,Technician,1,5,7244.58,2,5,2,Yes,36.51,No
563,38,Male,Married,High School,Sales,Analyst,19,18,14198.77,1,3,9,Yes,40.96,Yes
564,36,Female,Divorced,Master,HR,Manager,27,15,19581.8,4,2,2,Yes,29.75,No
565,28,Male,Married,Bachelor,R&D,Developer,10,17,12994.24,5,2,0,Yes,33.18,No
566,63,Male,Divorced,Master,Finance,Analyst,14,9,9701.85,2,1,8,No,4.37,No
567,28,Male,Married,Master,Finance,Developer,34,4,6728.3,4,3,3,No,28.46,No
568,45,Male,Divorced,PhD,Finance,Analyst,32,14,7665.82,5,5,8,No,15.53,Yes
569,47,Female,Married,PhD,Finance,Developer,3,9,5644.47,4,5,3,Yes,28.83,Yes
570,35,Male,Single,Bachelor,HR,Analyst,16,9,14651.91,2,1,4,Yes,30.61,No
571,40,Female,Single,Bachelor,Sales,Technician,39,17,15031.91,2,3,4,Yes,4.59,No
572,47,Female,Single,PhD,Sales,Sales Executive,33,12,16031.82,5,1,3,No,22.42,Yes
573,37,Male,Married,Master,HR,Analyst,5,7,10413.98,4,5,3,Yes,42.5,Yes
574,55,Male,Divorced,PhD,Sales,Developer,35,12,4488.69,2,2,6,Yes,6.93,No
